Solicitation ID,Solicitation Title,Description Text,Agency Name,Posted Timestamp,Posted Date,Response Timestamp,Response Deadline,Response Timezone,Opportunity Type,Set Aside Code,NAICS,NAICS Title,PSC,PSC Description,Primary Contact Title,Primary Contact Name,Primary Contact Email,Primary Contact Phone,Primary Contact Fax,Secondary Contact Title,Secondary Contact Name,Secondary Contact Email,Secondary Contact Phone,Secondary Contact Fax,Place of Performance Street Address,Place of Performance Street Address2,Place of Performance City,Place of Performance State,Place of Performance Zip,Place of Performance Country Code,Place of Performance Country,Related Opportunity Id,Award Date,Award Amount,Award Number,Delivery Order Number,Award Justification,Awardee Name,Awardee UEI,Awardee CAGE Code,Awardee Line Item,FPDS Code,FPDS Org ID,SAM Organization Name,Parent Opportunity ID,Modified By,Created By,Modified Timestamp,Created Timestamp,Source Website
12444625Q0017,JW TOUMEY NURSERY SEEDLING SHIPPING,"For the Ottawa National Forest

To pick up, transportation and delivery of tree seedlings from the JW Toumey Nursery to various tree cooler sites throughout Minnesota, Wisconsin, and Michigan.
",USFS Region 9: Eastern Region,2025-03-27 16:24:55.712000+00:00,3/27/2025,2025-04-04 18:00:00+00:00,4/4/2025,America/Chicago,Synopsis Solicitation,SBA,488510,Freight Transportation Arrangement ,F010,Seedling Production/Transplanting Services,,Fay Chiappone,fay.chiappone@usda.gov,218-382-2550,,,,,,,,,Watersmeet,MI,49969,USA,UNITED STATES,,,,,,,,,,,12C2,124446,"USDA-FS, CSA EAST 7",efdb9ea06b064d07b09420741e620cf3,fay.chiappone@usda.gov,fay.chiappone@usda.gov,2025-04-20 03:55:47.908000+00:00,2025-03-27 15:33:52.076000+00:00,https://sam.gov/opp/efdb9ea06b064d07b09420741e620cf3/view
HeliumFY25,"Helium Rehabilitation, Requalification, Maintenance and Transportation  Services","The DAPS Directorate is contemplating a services-oriented contract that will provide direction and methodology for rehabilitation and requalification of helium tube trailers and for pickup, transportation, and delivery of helium trailers to and from TARS, TMSS, and TAS field sites. Activities will provide continued support of Customs and Border Protection, Air &amp; Marine Operations, providing wide-area persistent long-range detection and monitoring (radar and electro-optical/infrared surveillance) for interdicting low-level air, maritime, and surface illicit activities along the United States-Mexico border, the Florida Straits, and a portion of the Caribbean. The DAPS Directorate requires contracted labor services to support, manage, and maintain all requirements.
",CBP Office of Information and Technology,2025-03-25 14:04:44.724000+00:00,3/25/2025,2025-04-02 21:00:00+00:00,4/2/2025,America/New_York,Presolicitation,,488510,Freight Transportation Arrangement ,8145,Specialized Shipping and Storage Containers,,Somer Nastick,somer.nastick@cbp.dhs.gov,,,,,,,,,,,AZ,85365,USA,UNITED STATES,,,,,,,,,,,7014,AMBTCD,AIR AND MARINE CTR DIV,1504fbfbca8143febc9e1dc22f57e0f4,somer.nastick@cbp.dhs.gov,somer.nastick@cbp.dhs.gov,2025-04-03 03:55:49.452000+00:00,2025-03-25 13:56:40.704000+00:00,https://sam.gov/opp/1504fbfbca8143febc9e1dc22f57e0f4/view
FA4452-25-CustBrokerAus,Sources Sought Notice for Australian Customs Broker Services,"SOURCES SOUGHT NOTICE:

The United States Air Force, 763 Enterprise Sourcing Squadron (763 ESS) is seeking sources for Australian Customs Broker services.

INTRODUCTION:

This is a Sources Sought Notice to determine the availability and technical capability of Sam.gov Large and Small Businesses to provide a non-personnel services contract to provide customs broker services to United States Government (USG) cargo arriving and departing Richmond RAAF and Alice Springs, Australia.

Submission Information: 

Vendors who wish to respond to this Sources Sought Notice should send responses by email to: Hunter Ottensmeier, 763d ESS/PKS, Contract Specialist, hunter.ottensmeier@us.af.mil and Tonya Hughes, 763d ESS/PKS, Contracting Officer, tonya.hughes.2@us.af.mil



Responses must be received by this office on or before 12:00 P.M. Central Standard Time (CST) on Wednesday, 19 March 2025.
",Air Mobility Command,2025-03-12 18:44:27.511000+00:00,3/12/2025,2025-03-19 17:00:00+00:00,3/19/2025,America/Chicago,Sources Sought,,488510,Freight Transportation Arrangement ,R706,Logistics Support Services,,Tonya Hughes,tonya.hughes.2@us.af.mil,6182569979,,,Hunter Ottensmeier,hunter.ottensmeier@us.af.mil,6182569984,,,,Richmond RAAF,,,AUS,,,,,,,,,,,,5700,FA4452,FA4452  763 ESS,3476ee98c5dc4abebdb92cec70dbaae5,hunter.ottensmeier@us.af.mil,hunter.ottensmeier@us.af.mil,2025-04-04 03:55:48.940000+00:00,2025-03-12 18:22:56.340000+00:00,https://sam.gov/opp/3476ee98c5dc4abebdb92cec70dbaae5/view
19SP5025Q0005-Amendment1,Diplomatic pouch handling and shipping services,"Amendment no. 1
",U.S. Embassy In Madrid,2025-03-04 15:57:39.962000+00:00,3/4/2025,2025-03-14 12:30:00+00:00,3/14/2025,Europe/Madrid,Solicitation,,488510,Freight Transportation Arrangement ,R604,Mailing and Distribution Services,,Stetson A. Sanders,sanderssa@state.gov,34915872223,,,Aurora Lopez de Larrinzar,lopezay@state.gov,34915872297,,,,,ES-MD,28006,ESP,SPAIN,970451d5ee884a6ba606592a9c509409,,,,,,,,,,1900,SP500,U.S. EMBASSY MADRID,27ed30a23e984c3980f5069079e6f6ae,divjakcj@state.gov,lopezay@state.gov,2025-03-29 04:04:34.394000+00:00,2025-03-04 15:52:33.864000+00:00,https://sam.gov/opp/27ed30a23e984c3980f5069079e6f6ae/view
M68450-25-Q-Q002,Barge Service in Palau 30 March 2025 to 11 April 2025,"Required Service:

See attachement for detail.

Transportation service for (23) containers of equipment, (1) grader heavy equipment, and (1) roller heavy equipment from Port of Embarkation on Koror, Palau to the North Port of Peleliu, then from North Port of Peleliu to Southern End of Peleliu Airfield. All equipments will arrive at the Port of Malakal in Palau sometime between 30 March 2025 to 11 April 2025. Once all equipments arrive, the contractor will make one movement to deliver all equipments to Peleliu airfield. The period of performance will end once all equipment has safely arrived at Peleliu airfield, as determined by technical point of contact.

Incidental service includes but not limited to, operating, providing, maintaining, material handling and transportation equipment, providing equipment necessary for securing loads, providing competent operators for supporting equipment and refueling equipment, and storage as needed.
",Marine Corps,2025-02-28 17:37:31.543000+00:00,2/28/2025,2025-03-10 17:00:00+00:00,3/10/2025,America/Los_Angeles,Synopsis Solicitation,,488510,Freight Transportation Arrangement ,V124,Marine Charter for Things,,Hanna L. Tilley,hanna.bolduc@usmc.mil,760-763-8070,,,Jacie Liu,jacie.liu@usmc.mil,760-763-9847,,,,Port of Embarkation,PW-150,,PLW,PALAU,,,,,,,,,,,1700,M68450,COMMANDING GENERAL (M68450),87a4e97fa761444181cb9e1317993fe0,jacie.liu@usmc.mil,jacie.liu@usmc.mil,2025-03-26 03:55:50.888000+00:00,2025-02-28 17:27:40.571000+00:00,https://sam.gov/opp/87a4e97fa761444181cb9e1317993fe0/view
FA558725R0001,Custom Clearance Services,"HM Revenue and Customs permit USAFE-UK HNCC/ Transportation &amp; Customs, as owner of the US Visiting Force special format (non-VAT) EORI, to appoint agents for electronic/automated clearance if cargo meets Visiting Forces Relief Customs Procedure Code criteria. The service provider shall comply with the responsibilities and tasks outlined in this PWS.
",U.S. Air Forces Europe and Africa,2025-02-24 09:38:28.472000+00:00,2/24/2025,2025-03-17 13:00:00+00:00,3/17/2025,Europe/London,Sources Sought,,488510,Freight Transportation Arrangement ,V119,Other Cargo and Freight Services,,Nathan Worswick,nathan.worswick@us.af.mil,314-226-1782,,,Valerie Cuevas,valerie.cuevas@us.af.mil,3142261965,,,,RAF Lakenheath,GB-SFK,,GBR,UNITED KINGDOM,,,,,,,,,,,5700,FA5587,FA5587  48 CONS,268af3ed45f1431790c05c8522c136aa,nathan.worswick@us.af.mil,nathan.worswick@us.af.mil,2025-04-02 03:55:49.556000+00:00,2025-02-24 09:30:04.143000+00:00,https://sam.gov/opp/268af3ed45f1431790c05c8522c136aa/view
19SP5025Q0005,Inbound Pouch Services,"The US Embassy Madrid, Spain is interested in the acquisition of transportation and handling services of the unclassified inbound pouch.

The vendor shall provide/procure/produce all local/international documents to include, but not limited to air waybills, bills of landing, airline fuel tax adjustments, etc., required to accept, ship, receive, trans-ship, release, and transport (via air or surface) US Government (USG) unclassified Diplomatic pouches/shipments.

The vendor shall act as liaison between the USG and AENA, Guardia Civil, commercial airlines and surface transportation authorities by providing and sourcing all the necessary agency specific transportation documentation to include, but not limited, to commercial air waybills, surface transportation permits, etc.

For security reasons, diplomatic pouches cannot share transportation with any other goods.

The vendor shall interact using electronic, written and/or voice communication with commercial transportation entities on behalf of the USG in all matters related to the transportation, handling and movement of USG Diplomatic unclassified pouches/shipments to include, but not limited to, tracking late or lost shipments and/or pouches, etc.

The Embassy estimates at 45 inbound shipments per year.

The vendor shall support last-minute requirements (e.g., shipments with no advance arrival notification and short-notice (same day) requirements.

The vendor shall provide technical guidance for the movement/reception of nonstandard shipments:




	Larger than average (single items over 100 kg, and/or larger than one cubic meter square)
	Shipments that require specific documentation due to contents, i.e., hazardous material, biological, etc.
	Transportation company specific requirements


The vendor shall provide, within two weeks from the date of the date of award, the following driver and vehicle information to maintain access to Embassy compound, solely for the purpose of picking up or delivery of unclassified Diplomatic Pouch/shipments.


	First and Last name
	Citizenship
	ID Number
	Drivers&#39; vehicle information: License Plate, Color, Make and Model


Additionally, the vendor must notify the Mailroom Supervisor within 48 hours of drivers who are no longer assigned to the Embassy delivery route.

The vendor shall designate a telephone representative specifically dedicated to support during normal Embassy hours of operation (08:30 to 17:30, Monday through Friday) and provide an after-hours point of contact.

All work shall be performed from 08:30 to 17:30 hours, Monday through Friday.  Other hours, if requested by the Contractor, may be approved by the Contracting Officer&#39;s Representative (COR).  The Contractor shall give 24 hours in advance to COR who will consider any deviation from the hours identified above.  Changes in work hours, initiated by the Contractor, will not be a cause for a price increase.
",U.S. Embassy In Madrid,2025-02-13 11:08:47.292000+00:00,2/13/2025,2025-03-14 12:30:00+00:00,3/14/2025,Europe/Madrid,Solicitation,,488510,Freight Transportation Arrangement ,R604,Mailing and Distribution Services,,Stetson A. Sanders,sanderssa@state.gov,34915872223,,,Aurora Lopez de Larrinzar,lopezay@state.gov,34915872297,,,,,ES-MD,28006,ESP,SPAIN,970451d5ee884a6ba606592a9c509409,,,,,,,,,,1900,SP500,U.S. EMBASSY MADRID,4b23a5f62498416db38ad502c606de86,sanderssa@state.gov,lopezay@state.gov,2025-03-29 04:04:34.394000+00:00,2025-02-13 09:48:46.611000+00:00,https://sam.gov/opp/4b23a5f62498416db38ad502c606de86/view
FA813225Q0008,Helium Tank Trailer Lease and Tank Transportation,"***AWARD INFORMATION***

Awardee: Navifreight, LLC.

Location: Shawnee, KS

Contract #: FA813225P0015

Capability/Experience Rating: Pass

Total Award Amount: $513,464.10





DEADLINE EXTENDED: Quotes are now due on 22 Jan 2025

***SEE ATTACHED COMBINED SYNOPSIS/SOLICITATION (CSS) AND ASSOCIATED DOCUMENTS FOR COMPLETE DETAILS***

Helium Tank Trailer Lease and Tank Transportation (to include all maintenence and staging), recertification of Tanks and Transportation for recertification.
",Air Force Sustainment Center,2025-01-31 23:00:52.397000+00:00,1/31/2025,2025-01-22 18:00:00+00:00,1/22/2025,America/Chicago,Synopsis Solicitation,SBA,488510,Freight Transportation Arrangement ,V112,Motor Freight,,Tamika Burrough,tamika.burrough.1@us.af.mil,,,,Jennifer Azbill,jennifer.azbill@us.af.mil,,,,,Tinker AFB,OK,73145,USA,UNITED STATES,,,,,,,,,,,5700,FA8132,FA8132  AFSC PZIMC,a4fe0c45a7d34b88b92f8bb297944b36,jennifer.azbill@us.af.mil,jennifer.azbill@us.af.mil,2025-02-07 04:55:43.506000+00:00,2025-01-31 23:00:29.488000+00:00,https://sam.gov/opp/f39e4936cce24fb4be606a6c1185f6ac/view
19SP5025Q0005,Diplomatic pouch handling and shipping services,"Please note that this solicitation is not ready to be issued as of this date.  No responses are requested by this notice.  The Government plans to issue the solicitation in mid-February 2025.

The solicitation covers the diplomatic pouch handling and shipping services for the US Embassy Madrid, Spain.

The Government may award the agreement based on the initial offer without discussion.  The Government intends to award a BPA agreement. 

In accordance with DOSAR 652.242-73 AUTHORIZATION AND PERFORMANCE (AUG 1999), all contractors must possess all permits and licenses required to do business in Spain.  All offerors will be required to provide proof that they already possess said permits as part of their offer.

All contractors have to be registered in the SAM (System for Award Management) Database https://www.sam.gov prior to contract award pursuant to FAR provisions 52.204-7.  The guidelines for registration can be found at https://www.fsd.gov/gsafsd_sp
",U.S. Embassy In Madrid,2025-01-29 15:05:58.871000+00:00,1/29/2025,2025-02-12 16:30:00+00:00,2/12/2025,Europe/Madrid,Presolicitation,,488510,Freight Transportation Arrangement ,R604,Mailing and Distribution Services,,Stetson A. Sanders,sanderssa@state.gov,34915872223,,,Aurora Lopez de Larrinzar,lopezay@state.gov,34915872297,,,,Madrid,ES-MD,28006,ESP,SPAIN,,,,,,,,,,,1900,SP500,U.S. EMBASSY MADRID,970451d5ee884a6ba606592a9c509409,sanderssa@state.gov,lopezay@state.gov,2025-03-01 05:04:24.737000+00:00,2025-01-28 14:43:15.826000+00:00,https://sam.gov/opp/970451d5ee884a6ba606592a9c509409/view
M6845025QG003,"PALAU, FREIGHT TRANSPORTATION ARRANGEMENT","The requirement is for the transportation of (5) quadcons from Peleliu to Koror via multi-modal transportation to included intercostal transportation. The washdown and storage (as needed) of the (5) quadcons from Peleliu. Then the transportation of (5) different quadcons from Koror to Peleliu via multi-modal transportation to include intercostal transportation, with storage as needed to meet tide movement requirements. 
",Marine Corps,2024-11-25 04:49:22.587000+00:00,11/25/2024,2024-11-27 14:59:00+00:00,11/27/2024,Asia/Tokyo,Solicitation,LAS,488510,Freight Transportation Arrangement ,V124,Marine Charter for Things,,Isidro Ramirez,isidro.ramirez@usmc.mil,+1(760)763-5760,,,John Duong,john.duong@usmc.mil,+1(760)763-9846,,,,KOROR,PW-150,,PLW,PALAU,,,,,,,,,,,1700,M68450,COMMANDING GENERAL (M68450),d8d07e739493485487344ba5c45b9366,isidro.ramirez@usmc.mil,isidro.ramirez@usmc.mil,2024-12-13 04:55:42.977000+00:00,2024-11-25 04:34:13.556000+00:00,https://sam.gov/opp/d8d07e739493485487344ba5c45b9366/view
030ADV25R0005,Customs Brokerage Support IDIQ,"The purpose of amendment 0002 is to:

(1) Provide the government&#39;s response to additional questions received from interested offerors.  Please review the attached Q&amp;As - Release 2 for additional details. 

All other terms and conditions remain unchanged.

(End of Amendment 0002).

________________________________________________________________________________________________________________________________________________________________________________________________________________

The purpose of amendment 0001 is to:

(1) Provide the government&#39;s response to questions received from interested offerors.  Please review the attached Q&amp;As for additional details; and 

(2) Extend the due date for offers as indicated in this announcement.

(End of Amendment 0001).

________________________________________________________________________________________________________________________________________________________________________________________________________________

This is a combined synopsis/solicitation for commercial products and services prepared in accordance with the format in subpart 12.6, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; proposals are being requested and a written solicitation will not be issued. 030ADV25R0005 is issued as a Request For Proposal (RFP) on an unrestricted basis. No set aside is being used and there will be no evaluated preference for different socioeconomic status.



The solicitation document and incorporated provisions and clauses are those in effect through Federal Acquisition Circular 2024-07. Refer to the attached solicitation documents for a full list of items required.
",Library of Congress,2024-11-06 18:15:03.694000+00:00,11/6/2024,2024-11-07 21:00:00+00:00,11/7/2024,America/New_York,Synopsis Solicitation,,488510,Freight Transportation Arrangement ,M2AD,Husbanding Services—Material Handling,,Austin Davis,audavis@loc.gov,,,,David Leonard,dleonard@loc.gov,,,,,Washington,DC,20254,USA,UNITED STATES,,,,,,,,,,,300,030ADV,CONTRACTS SERVICES,8c14d22b91c04c28818e49a9a3dbda54,dleonard@loc.gov,dleonard@loc.gov,2024-11-23 04:55:41.098000+00:00,2024-11-06 18:12:01.411000+00:00,https://sam.gov/opp/f5d012779c0544d1bbeb9fc68c4b9600/view
040ADV-24-R-0061,GPO Armored Transport of Secure Documents,"Amendment #C0001 is to provide responses to offerors&#39; questions and extend the proposals&#39; submission deadline for Phase I.



Subject: Request for Proposals RFP No.040ADV-24-R-0061, GPO Armored Transport of Secure Documents



The United States Government Publishing Office (GPO) is seeking proposals to provide the Government Publishing Office (GPO) Security and Intelligent Documents Division (SID) with secure armored transport services. The services must be placed against the contract in accordance with the Material Management Acquisition Regulation (MMAR). The Government Publishing Office was created by Congress in June of 1860 as an agency of the legislative branch of the Federal Government.

GPO anticipates a Firm-Fixed Price (FFP) type contract consistent with the Materials Management Acquisition Regulation (MMAR) 16.202.



The Government intends to award one contract resulting from this solicitation to the responsible Offeror whose proposal represents the best value to the Government after evaluation in accordance with the factors as set forth in this solicitation in accordance with MMAR 15. The Government also reserves the right to award more than one contract or not to award a contract in response to this solicitation. The procurement will utilize a Best Value Tradeoff process set forth in MMAR 15.101-1. Offerors must clearly review Sections L and M of this RFP.



Section L, Instructions to Offerors, of the RFP sets forth all instructions for the preparation and submission of required proposal contents. Prospective offerors must submit questions by the deadline identified above, and proposals to Nataliya Holl at email: nholl@gpo.gov and to Lainey Ash at email: lash@gpo.gov. Prospective offerors must follow the instructions to submit the proposals specified in Section L. Section M states the criteria by which proposals will be evaluated.



This RFP is solicited in two phases:



Phase I Technical Proposal only:




	the Technical Proposal must address Corporate Capability and Experience to secure transport secure documents only. The Past Performance information must provide performance history and be included as part of the Technical Proposal.


Phase II Technical and Business Proposals:




	the Technical Proposal must address technical aspects only without the price elements: Technical Approach: Streamline Solutions, Technical Approach: Mandatory Operations and Personnel Management, and
	the Business Proposal must present the price for the services and sufficient evidence of responsibility.




Based on evaluation results of Phase I &ndash; Corporate capability and experience and past performance criteria, each Offeror will be notified by the Contracting Officer whether or not they will progress to Phase II.



Only Offerors selected based on the evaluation results of Phase I will be invited by GPO to submit a complete proposal for Phase II. Offerors will receive the Phase II RFP with the complete SOW and written instructions from the Contracting Officer.



This is the estimated timeline for Phase II (it is subject to change):

Offerors selected based on the results of Phase I will receive the Phase II RFP &ndash; estimated date is:

November 21, 2024



Phase II: Closing Date/Time for Offeror Questions: December 4, 2024, 11:00 am EDT

Phase II: Closing Date and Time for Receipt of Proposals: December 19, 2024, 05:00 pm EDT



This RFP can be viewed and downloaded from www.sam.gov. GPO bears no responsibility for data errors resulting from transmission or conversion processes. Further, be aware that amendments to the solicitation are occasionally issued and will be posted on www.sam.gov. GPO advises interested parties to regularly check the www.sam.gov for amendments.



Failure to comply with submission dates will deem the submission unacceptable, and proposals will not be reviewed or evaluated.



Offerors must be registered in the System for Award Management (&ldquo;SAM&rdquo;) database at www.sam.gov prior to the Phase I proposal submission deadline identified above.



This RFP in no way obligates GPO to award a contract, nor does it commit GPO to pay any costs incurred in the preparation and submission of a proposal. Award of a contract under this RFP is subject to availability of funds and other internal GPO approvals.
",Government Publishing Office,2024-10-17 13:30:27.531000+00:00,10/17/2024,2024-10-31 21:00:00+00:00,10/31/2024,America/New_York,Synopsis Solicitation,,488510,Freight Transportation Arrangement ,V127,Security Vehicle Services,,Nataliya Holl,nholl@gpo.gov,,,,Lainey Ash,lash@gpo.gov,,,,,Washington,DC,,USA,UNITED STATES,,,,,,,,,,,400,040ADV,Acquisition Services,a90c0621c5aa42afafa0ffe8ce149f01,nholl@gpo.gov,nholl@gpo.gov,2025-06-01 03:55:49.720000+00:00,2024-10-17 13:26:06.353000+00:00,https://sam.gov/opp/ccfa8defc425404cbdefcd2f5119b052/view
19AQMR24N0005,"U.S. Embassy Mexico—International Narcotics & Law Enforcement Affairs (INL Mexico) Integrated Services for Receiving, Warehousing Facilities & Related Services, Customs Brokerage, and Transportation Services","Request for Information Notice 19AQMR24N0005

Department of State

U.S. Embassy Mexico&mdash;International Narcotics &amp; Law Enforcement Affairs (INL Mexico)
Integrated Services for Receiving, Warehousing Facilities &amp; Related Services, Customs Brokerage, and Transportation Services



INL Mexico currently contracts for warehouse space and related services in Brownsville, Texas.  INL Mexico is conducting market research to ascertain current innovative and best practices in warehousing and related integrated services such as inspection, customs brokerage, transportation, and items reception, and freight forwarding.  INL Mexico seeks to either validate our existing contracted warehouse service model or obtain information from industry to inform a new model that brings INL Mexico increased efficiencies while accounting for our unique legal and operational conditions in the United States and Mexico.



This Request for Information (RFI) is issued solely for information and planning purposes only and is not a Request for Proposals or Quotes (RFP or RFQ) or an obligation on the part of the Government to acquire any services. Responses to this RFI are not offers and cannot be accepted by the Government to form a binding contract. The Government reserves the right to determine how it should proceed as a result of this notice. Furthermore, entities that respond to this RFI should not anticipate feedback with regard to submissions. The Government will not pay any cost incurred in response to this Notice. All costs associated with responding to this Notice will be solely at the responding party&#39;s expense. The information provided in this RFI posting is subject to change and is not binding on the Government.  The Department of State, INL Mexico is seeking information vendor capability statements and responses to specific questions.

Version 2 of the RFI document posted on 09/11/2024 to provide yearly metrics for prior 3 years of deliveries.  Additions appear in red font.
",DOS Office of Acquisition Management,2024-09-11 23:22:35.008000+00:00,9/11/2024,2024-10-31 22:00:00+00:00,10/31/2024,America/Mexico_City,Sources Sought,,488510,Freight Transportation Arrangement ,R706,Logistics Support Services,,Eric R Modrak,ModrakER@state.gov,,,,,,,,,,,,,MEX,MEXICO,,,,,,,,,,,1900,AQMMA,ACQUISITIONS - AQM MOMENTUM,56aecc6ae75541768819eb157460fe37,modraker@state.gov,modraker@state.gov,2024-11-16 04:55:42.177000+00:00,2024-09-11 23:16:35.724000+00:00,https://sam.gov/opp/53ccd1ad9b244bb1992fa9e2772cc7fb/view
19RP3824Q0176,AIR POUCH HANDLING SERVICES FOR INCOMING INTERNATIONAL DIPLOMATIC POUCH,"The Embassy of the United States of America invites you to submit a quotation for Air Pouch Handling Services for Incoming International Diplomatic Pouch. 

A pre-quotation conference will be held on 14 August 2024 at 9:30 a.m. (Manila time), at the GSO Building, Seafront Compound, Roxas Boulevard, Pasay City. Request for access clearance must be submitted through email address ManilaContracting@state.gov on or before 9 August 2024, no later than 1:00 p.m. (Manila time).  Request should include the name/s of your company&rsquo;s representative/s (limit to two), vehicle make/model/color/plate number and name of driver, if any.  Access to the Embassy facilities will not be permitted without prior access clearance.

Submit any questions you may have concerning the solicitation documents in writing to the Contracting Officer via e-mail address ManilaContracting@state.gov on or before 19 August 2024, no later than 1:00 p.m. (Manila time).

Quotations are due by 4 September 2024; 4:00 pm (Philippine local time). No quotations will be accepted after this time. Quotations must be in English and incomplete quotations will not be accepted.

Your quotation must be submitted electronically to ManilaContracting@state.gov.  It is important to make sure the submission is made in specific size and format; in MS-Word 2007/2010 or MS-Excel 2007/2010 or Adobe Acrobat (pdf) file format. The file size must not exceed 10MB. If the file size should exceed the 10MB, the submission must be made in separate files and attached to separate emails with less than 10MB each.

In order for an offer to be considered, you must complete and submit the following:


	SF-1449 cover page (Blocks 12,17,19-24 and 30 as appropriate)
	Section 1, Pricing
	Section 5, Representations and Certifications
	Additional information as required in Section 3
	Proof of SAM Registration


Offerors must be registered in the SAM (System for Award Management) database at https://www.sam.gov prior to submittal of their offer/proposal as prescribed under FAR 4.1102. Failure to be registered at time of proposal submission may deem the offeror&rsquo;s proposal to be considered non-responsible and no further consideration will be given. Therefore, offerors are highly encouraged to register immediately if they are interested in submitting a response to this requirement.

UPDATE/S:


	Meeting Minutes


UPDATE 8/23/2024


	Amendment 0001
	Questions and Answers

",U.S. Embassy In Manila,2024-08-23 01:57:21.927000+00:00,8/23/2024,2024-09-04 08:00:00+00:00,9/4/2024,Asia/Manila,Solicitation,,488510,Freight Transportation Arrangement ,R604,Mailing and Distribution Services,,Steven L. Ovard,ManilaContracting@state.gov,63253012000,63285486762,,Bernadette Legayada,ManilaContracting@state.gov,63253012000,63285486762,,,,,,PHL,PHILIPPINES,e6681c7289f84b83b8982fd246f7e3fe,,,,,,,,,,1900,RP380,U.S. EMBASSY MANILA,529cabf94db04bf2b736aebc18b9f570,scheirmansl@state.gov,scheirmansl@state.gov,2025-03-01 05:04:24.737000+00:00,2024-08-23 01:56:15.870000+00:00,https://sam.gov/opp/b9b81540f89846d5a10894dbcce93fbb/view
